voucher_id,transaction_date,transaction_type,department_code,partner_code,evidence_type,evidence_no,description,debit_account_1,debit_amount_1,debit_account_2,debit_amount_2,credit_account_1,credit_amount_1,credit_account_2,credit_amount_2,supply_amount,vat_amount,total_amount,remarks,error_count,error_types,processing_status
JV2026081117,2026-08-29,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0117,고무 원재료 외상 매입,1210,7750000,1180.0,775000,2110,8525000,,0,7750000,775000,8515000,포트폴리오용 합성 거래,1,전표 합계 불일치,검토 필요
JV2026081118,2026-08-17,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0118,자동차부품용 소재 매입,1210,1980000,1180.0,198000,2110,2178000,,0,1980000,198000,2178000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081119,2026-08-24,산업용 소모품 구매,D003,V004,법인카드,TAX-202608-0119,제품 포장재 구매,5130,320000,1180.0,32000,2110,352000,,0,320000,32000,352000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081120,2026-08-17,제품 판매,D006,C001,전자세금계산서,TAX-202608-0120,고무호스 제품 외상 판매,1130,20328000,,0,4110,18480000,2180.0,1848000,18480000,1848000,20328000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081121,2026-08-09,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0121,업무 시스템 자문료,5160,790000,1180.0,79000,2120,869000,,0,790000,79000,869000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081122,2026-08-16,제품 판매,D006,C002,전자세금계산서,TAX-202608-0122,고무호스 제품 외상 판매,1130,11308000,,0,4110,10280000,2180.0,1028000,10280000,1028000,11308000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081123,2026-08-04,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0123,생산 작업용 장갑 구매,5130,210000,1180.0,21000,2140,231000,,0,210000,21000,231000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081124,2026-08-09,제품 판매,D006,C003,전자세금계산서,TAX-202608-0124,고무호스 제품 외상 판매,1130,8294000,,0,4110,7540000,2180.0,754000,7540000,754000,8294000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081125,2026-08-20,제품 판매,D006,V999,전자세금계산서,TAX-202608-0125,고무호스 제품 외상 판매,1130,12650000,,0,4110,11500000,2180.0,1150000,11500000,1150000,12650000,포트폴리오용 합성 거래,1,존재하지 않는 거래처,검토 필요
JV2026081126,2026-08-05,운송비,D007,V005,전자세금계산서,TAX-202608-0126,제품 납품 운송비,5140,1180000,1180.0,118000,2120,1298000,,0,1180000,118000,1298000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081127,2026-08-21,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0127,공장 설비 전력 사용료,5150,1520000,1180.0,152000,2120,1672000,,0,1520000,152000,1672000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081128,2026-08-13,제품 판매,D006,C001,전자세금계산서,TAX-202608-0128,방진부품 외상 판매,1130,15015000,,0,4110,13650000,2180.0,1365000,13650000,1365000,15015000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081129,2026-08-26,제품 판매,D006,C002,전자세금계산서,TAX-202608-0129,방진부품 외상 판매,1130,16016000,,0,4110,14560000,2180.0,1456000,14560000,1456000,16016000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081130,2026-08-11,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0130,회계 자문 수수료,5160,1240000,1180.0,124000,2120,1364000,,0,1240000,124000,1364000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081131,2026-08-10,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0131,고무 원재료 외상 매입,1210,5910000,1180.0,591000,2110,6501000,,0,5910000,591000,6501000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081132,2026-08-14,제품 판매,D006,C002,전자세금계산서,TAX-202608-0132,방진부품 외상 판매,1130,21736000,,0,4110,19760000,2180.0,1976000,19760000,1976000,21736000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081133,2026-08-27,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0133,합성고무 원재료 구매,1210,7330000,1180.0,733000,2110,8063000,,0,7330000,733000,8063000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081134,2026-08-06,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0134,고무 원재료 외상 매입,1210,4380000,1180.0,438000,2110,4818000,,0,4380000,438000,4818000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081135,2026-08-22,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0135,생산1공장 전기요금,5150,2440000,1180.0,244000,2120,2684000,,0,2440000,244000,2684000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081136,2026-08-04,제품 판매,D006,C001,전자세금계산서,TAX-202608-0136,자동차용 고무부품 외상 판매,1130,15323000,,0,4110,13930000,2180.0,1393000,13930000,1393000,15323000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081137,2026-09-05,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0137,업무 시스템 자문료,5160,1570000,1180.0,157000,2120,1727000,,0,1570000,157000,1727000,포트폴리오용 합성 거래,1,회계기간 이탈,검토 필요
JV2026081138,2026-08-26,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0138,생산2공장 전기요금,5150,1180000,1180.0,118000,2120,1298000,,0,1180000,118000,1298000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081139,2026-08-13,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0139,고무 원재료 외상 매입,1210,3190000,1180.0,319000,2110,3509000,,0,3190000,319000,3509000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081140,2026-08-31,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0140,생산1공장 전기요금,5150,4600000,1180.0,460000,2120,5060000,,0,4600000,460000,5060000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081141,2026-08-13,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0141,업무 시스템 자문료,5160,1410000,1180.0,141000,2120,1551000,,0,1410000,141000,1551000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081142,2026-08-17,제품 판매,D006,C003,전자세금계산서,TAX-202608-0142,고무호스 제품 외상 판매,1130,19052000,,0,4110,17320000,2180.0,1732000,17320000,1732000,19052000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081143,2026-08-06,제품 판매,D006,C002,전자세금계산서,TAX-202608-0143,자동차용 고무부품 외상 판매,1130,3927000,,0,4110,3570000,2180.0,357000,3570000,357000,3927000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081144,2026-09-05,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0144,고무 원재료 외상 매입,1210,2480000,1180.0,248000,2110,2728000,,0,2480000,248000,2728000,포트폴리오용 합성 거래,1,회계기간 이탈,검토 필요
JV2026081145,2026-08-28,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0145,자동차부품용 소재 매입,1210,3280000,1180.0,328000,2110,3608000,,0,3280000,328000,3608000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081146,2026-08-18,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0146,고무 원재료 외상 매입,1210,1460000,1180.0,146000,2110,1606000,,0,1460000,146000,1606000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081147,2026-08-31,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0147,공장 설비 전력 사용료,5150,1000000,1180.0,100000,2120,1100000,,0,1000000,100000,1100000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081148,2026-08-16,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0148,공장 설비 전력 사용료,5150,1110000,1180.0,111000,2120,1221000,,0,1110000,111000,1221000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081149,2026-08-06,제품 판매,D006,C004,전자세금계산서,TAX-202608-0149,고무호스 제품 외상 판매,1130,13981000,,0,4110,12710000,2180.0,1271000,12710000,1271000,13981000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081150,2026-08-28,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0150,합성고무 원재료 구매,1210,7750000,1180.0,775000,2110,8525000,,0,7750000,775000,8525000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081151,2026-08-28,운송비,D007,V005,전자세금계산서,TAX-202608-0151,원재료 입고 운송비,5140,470000,1180.0,47000,2120,517000,,0,470000,47000,517000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081152,2026-09-05,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0152,자동차부품용 소재 매입,1210,2440000,1180.0,244000,2110,2684000,,0,2440000,244000,2684000,포트폴리오용 합성 거래,1,회계기간 이탈,검토 필요
JV2026081153,2026-08-28,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0153,고무 원재료 외상 매입,1210,6570000,1180.0,657000,2110,7227000,,0,6570000,657000,7227000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081154,2026-08-19,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0154,합성고무 원재료 구매,1210,3550000,1180.0,355000,2110,3905000,,0,3550000,355000,3905000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081155,2026-08-10,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0155,생산2공장 전기요금,5150,4110000,1180.0,411000,2120,4521000,,0,4110000,411000,4521000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081156,2026-08-05,제품 판매,D006,C003,전자세금계산서,TAX-202608-0156,자동차용 고무부품 외상 판매,1130,15862000,,0,4110,14420000,2180.0,1442000,14420000,1442000,15862000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081157,2026-08-15,산업용 소모품 구매,D003,V004,법인카드,TAX-202608-0157,검사용 소모품 구매,5130,580000,1180.0,58000,2110,638000,,0,580000,68000,638000,포트폴리오용 합성 거래,1,부가세 계산 오류,검토 필요
JV2026081158,2026-08-22,산업용 소모품 구매,D005,V004,법인카드,TAX-202608-0158,생산 작업용 장갑 구매,5130,680000,1180.0,68000,2110,748000,,0,680000,68000,748000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081159,2026-08-02,제품 판매,D006,C001,전자세금계산서,TAX-202608-0159,자동차용 고무부품 외상 판매,1130,4444000,,0,4110,4040000,2180.0,404000,4040000,404000,4444000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081160,2026-08-23,산업용 소모품 구매,D003,V003,법인카드,CARD-202608-0160,현장 안전용품 구매,5130,150000,1180.0,15000,2140,165000,,0,150000,15000,165000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081161,2026-08-31,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0161,생산설비 구매,1510,26680000,1180.0,2668000,2120,29348000,,0,26680000,2668000,29348000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081162,2026-08-05,제품 판매,D006,C001,전자세금계산서,TAX-202608-0162,방진부품 외상 판매,1130,20768000,,0,4110,18880000,2180.0,1888000,18880000,1888000,20768000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081163,2026-08-17,제품 판매,D006,C002,전자세금계산서,TAX-202608-0163,방진부품 외상 판매,1130,15488000,,0,4110,14080000,2180.0,1408000,14080000,1408000,15488000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081164,2026-08-01,운송비,D007,V005,전자세금계산서,TAX-202608-0164,원재료 입고 운송비,5140,700000,1180.0,70000,2120,770000,,0,700000,70000,770000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081165,2026-08-01,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0165,합성고무 원재료 구매,1210,5870000,1180.0,587000,2110,6457000,,0,5870000,587000,6457000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081166,2026-08-08,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0166,공장 설비 전력 사용료,5150,1380000,1180.0,138000,2120,1518000,,0,1380000,138000,1518000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081167,2026-08-22,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0167,품질검사 설비 구매,1510,31650000,1180.0,3165000,2120,34815000,,0,31650000,3165000,34815000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081168,2026-08-01,제품 판매,D006,C002,전자세금계산서,,고무호스 제품 외상 판매,1130,15147000,,0,4110,13770000,2180.0,1377000,13770000,1377000,15147000,포트폴리오용 합성 거래,1,필수값 누락,검토 필요
JV2026081169,2026-08-27,제품 판매,D006,C002,전자세금계산서,TAX-202608-0169,자동차용 씰링부품 외상 판매,1130,7700000,,0,4110,7000000,2180.0,700000,7000000,700000,7700000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081170,2026-08-15,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0170,자동차부품용 소재 매입,1210,3280000,1180.0,328000,2110,3608000,,0,3280000,328000,3608000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081171,2026-08-19,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0171,공장 설비 전력 사용료,5150,2020000,1180.0,202000,2120,2222000,,0,2020000,202000,2222000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081172,2026-08-06,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0172,합성고무 원재료 구매,1210,4050000,1180.0,405000,2110,4455000,,0,4050000,405000,4455000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081173,2026-08-27,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0173,공장 설비 전력 사용료,5150,4070000,1180.0,407000,2120,4477000,,0,4070000,407000,4477000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081174,2026-08-24,운송비,D007,V005,전자세금계산서,TAX-202608-0174,제품 납품 운송비,5140,980000,1180.0,98000,2120,1078000,,0,980000,98000,1078000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081175,2026-08-17,산업용 소모품 구매,D004,V003,법인카드,CARD-202608-0175,제품 포장재 구매,5130,140000,1180.0,14000,2140,154000,,0,140000,14000,154000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081176,2026-08-17,제품 판매,D006,C002,전자세금계산서,TAX-202608-0176,고무호스 제품 외상 판매,1130,18183000,,0,4110,16530000,2180.0,1653000,16530000,1653000,18183000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081177,2026-08-05,제품 판매,D006,C004,전자세금계산서,TAX-202608-0177,고무호스 제품 외상 판매,9999,9295000,,0,4110,8450000,2180.0,845000,8450000,845000,9295000,포트폴리오용 합성 거래,1,존재하지 않는 계정과목,검토 필요
JV2026081178,2026-08-30,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0178,생산1공장 전기요금,5150,3340000,1180.0,334000,2120,3674000,,0,3340000,334000,3674000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081179,2026-08-15,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0179,공장 설비 전력 사용료,5150,3480000,1180.0,348000,2120,3828000,,0,3480000,348000,3828000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081180,2026-08-11,운송비,D007,V005,전자세금계산서,TAX-202608-0180,긴급 납품 운송비,9999,1370000,1180.0,137000,2120,1507000,,0,1370000,137000,1507000,포트폴리오용 합성 거래,1,존재하지 않는 계정과목,검토 필요
JV2026081181,2026-08-03,생산설비 구매,D002,V007,전자세금계산서,TAX-202608-0181,생산설비 구매,1510,28870000,1180.0,2887000,2120,31757000,,0,28870000,2887000,31757000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081182,2026-08-18,운송비,D007,V005,전자세금계산서,TAX-202608-0182,제품 납품 운송비,5140,800000,1180.0,80000,2120,880000,,0,800000,80000,880000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081183,2026-08-05,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0183,고무 원재료 외상 매입,1210,5650000,1180.0,565000,2110,6215000,,0,5650000,565000,6215000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081184,2026-08-21,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0184,합성고무 원재료 구매,1210,6120000,1180.0,612000,2110,6732000,,0,6120000,612000,6732000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081185,2026-08-14,운송비,D007,V005,전자세금계산서,TAX-202608-0185,원재료 입고 운송비,5140,530000,1180.0,53000,2120,583000,,0,530000,53000,583000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081186,2026-08-27,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0186,고무 원재료 외상 매입,1210,1720000,1180.0,172000,2110,1892000,,0,1720000,172000,1892000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081187,2026-08-22,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0187,고무 원재료 외상 매입,1210,3380000,1180.0,338000,2110,3718000,,0,3380000,338000,3718000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081188,2026-08-31,운송비,D007,V005,전자세금계산서,TAX-202608-0188,긴급 납품 운송비,5140,670000,1180.0,67000,2120,737000,,0,670000,67000,737000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081189,2026-08-08,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0189,고무 원재료 외상 매입,1210,7240000,1180.0,724000,2110,7964000,,0,7240000,724000,7964000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081190,2026-08-15,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0190,공장 설비 전력 사용료,5150,2260000,1180.0,226000,2120,2486000,,0,2260000,226000,2486000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081191,2026-08-28,제품 판매,D006,C002,전자세금계산서,TAX-202608-0191,자동차용 씰링부품 외상 판매,1130,4147000,,0,4110,3770000,2180.0,377000,3770000,377000,4147000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081192,2026-08-26,운송비,D007,V005,전자세금계산서,TAX-202608-0192,제품 납품 운송비,5140,330000,1180.0,33000,2120,363000,,0,330000,33000,363000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081193,2026-08-03,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0193,자동차부품용 소재 매입,1210,7220000,1180.0,722000,2110,7942000,,0,7220000,722000,7942000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081194,2026-08-28,제품 판매,D006,C003,전자세금계산서,TAX-202608-0194,방진부품 외상 판매,1130,17567000,,0,4110,15970000,2180.0,1597000,15970000,1597000,17567000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081195,2026-08-25,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0195,제품 포장재 구매,9999,370000,1180.0,37000,2140,407000,,0,370000,37000,407000,포트폴리오용 합성 거래,1,존재하지 않는 계정과목,검토 필요
JV2026081196,2026-08-07,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0196,고무 원재료 외상 매입,1210,1850000,1180.0,185000,2110,2035000,,0,1850000,185000,2035000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081197,2026-08-13,산업용 소모품 구매,D003,V004,법인카드,TAX-202608-0197,생산 작업용 장갑 구매,9999,930000,1180.0,93000,2110,1023000,,0,930000,93000,1023000,포트폴리오용 합성 거래,1,존재하지 않는 계정과목,검토 필요
JV2026081198,2026-08-03,운송비,D007,V005,전자세금계산서,TAX-202608-0198,원재료 입고 운송비,5140,1280000,1180.0,128000,2120,1408000,,0,1280000,128000,1408000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081199,2026-08-22,운송비,D007,V005,전자세금계산서,TAX-202608-0199,긴급 납품 운송비,5140,530000,1180.0,53000,2120,583000,,0,530000,53000,583000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081200,2026-08-12,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0200,생산1공장 전기요금,5150,1820000,1180.0,182000,2120,2002000,,0,1820000,182000,2002000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081201,2026-08-26,산업용 소모품 구매,D004,V003,법인카드,CARD-202608-0201,현장 안전용품 구매,5130,730000,1180.0,73000,2140,803000,,0,730000,73000,803000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081202,2026-08-13,공장 전기요금,D004,V006,전자세금계산서,TAX-202608-0202,공장 설비 전력 사용료,5150,3280000,1180.0,328000,2120,3608000,,0,3280000,328000,3608000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081203,2026-08-21,제품 판매,D006,C001,전자세금계산서,TAX-202608-0203,자동차용 씰링부품 외상 판매,1130,20955000,,0,4110,19050000,2180.0,1905000,19050000,1905000,20955000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081204,2026-08-11,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0204,합성고무 원재료 구매,1210,5450000,1180.0,545000,2110,5995000,,0,5450000,545000,5995000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081205,2026-08-09,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0205,자동차부품용 소재 매입,1210,3420000,1180.0,342000,2110,3762000,,0,3420000,342000,3762000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081206,2026-08-06,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0206,자동차부품용 소재 매입,1210,4210000,1180.0,421000,2110,4631000,,0,4210000,421000,4631000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081207,2026-08-06,공장 전기요금,D003,V006,전자세금계산서,TAX-202608-0207,공장 설비 전력 사용료,9999,2170000,1180.0,217000,2120,2387000,,0,2170000,217000,2387000,포트폴리오용 합성 거래,1,존재하지 않는 계정과목,검토 필요
JV2026081208,2026-08-19,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0208,합성고무 원재료 구매,1210,6730000,1180.0,673000,2110,7403000,,0,6730000,673000,7403000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081209,2026-08-08,제품 판매,D006,V999,전자세금계산서,TAX-202608-0209,방진부품 외상 판매,1130,14839000,,0,4110,13490000,2180.0,1349000,13490000,1349000,14839000,포트폴리오용 합성 거래,1,존재하지 않는 거래처,검토 필요
JV2026081210,2026-08-06,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0210,고무 원재료 외상 매입,1210,5090000,1180.0,509000,2110,5599000,,0,5090000,509000,5599000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081211,2026-08-20,산업용 소모품 구매,D007,V003,법인카드,CARD-202608-0211,생산 작업용 장갑 구매,5130,210000,1180.0,21000,2140,231000,,0,210000,21000,221000,포트폴리오용 합성 거래,1,전표 합계 불일치,검토 필요
JV2026081212,2026-08-06,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0212,합성고무 원재료 구매,1210,2380000,1180.0,238000,2110,2618000,,0,2380000,238000,2618000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081213,2026-08-03,제품 판매,D006,C001,전자세금계산서,TAX-202608-0213,방진부품 외상 판매,1130,21956000,,0,4110,19960000,2180.0,1996000,19960000,1996000,21956000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081214,2026-08-23,산업용 소모품 구매,D004,V004,법인카드,TAX-202608-0214,생산 작업용 장갑 구매,5130,190000,1180.0,19000,2110,209000,,0,190000,19000,209000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081215,2026-08-02,제품 판매,D006,C001,전자세금계산서,TAX-202608-0215,고무호스 제품 외상 판매,1130,21109000,,0,4110,19190000,2180.0,1919000,19190000,1919000,21109000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081216,2026-08-17,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0216,고무 원재료 외상 매입,1210,6490000,1180.0,649000,2110,7139000,,0,6490000,649000,7139000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081217,2026-08-05,산업용 소모품 구매,D005,V004,법인카드,TAX-202608-0217,생산 작업용 장갑 구매,5130,710000,1180.0,71000,2110,781000,,0,710000,71000,781000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081218,2026-08-14,경영서비스 수수료,D999,V008,전자세금계산서,TAX-202608-0218,경영관리 서비스 비용,5160,1660000,1180.0,166000,2120,1826000,,0,1660000,166000,1826000,포트폴리오용 합성 거래,1,존재하지 않는 부서,검토 필요
JV2026081219,2026-08-02,경영서비스 수수료,D001,V008,전자세금계산서,TAX-202608-0219,회계 자문 수수료,5160,1250000,1180.0,125000,2120,1375000,,0,1250000,125000,1375000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081220,2026-08-22,산업용 소모품 구매,D007,V003,법인카드,CARD-202608-0220,현장 안전용품 구매,5130,690000,1180.0,69000,2140,759000,,0,690000,69000,759000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081221,2026-08-09,제품 판매,D006,C004,전자세금계산서,TAX-202608-0221,방진부품 외상 판매,1130,17072000,,0,4110,15520000,2180.0,1552000,15520000,1552000,17072000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081222,2026-08-21,원재료 매입,D002,V002,전자세금계산서,TAX-202608-0222,자동차부품용 소재 매입,1210,2640000,1180.0,264000,2110,2904000,,0,2640000,264000,2904000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081223,2026-08-26,제품 판매,D006,C003,전자세금계산서,TAX-202608-0223,자동차용 씰링부품 외상 판매,1130,9603000,,0,4110,8730000,2180.0,873000,8730000,873000,9603000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081224,2026-08-18,산업용 소모품 구매,D004,V003,법인카드,CARD-202608-0224,생산 작업용 장갑 구매,5130,490000,1180.0,49000,2140,539000,,0,490000,49000,539000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081225,2026-08-19,운송비,D007,V005,전자세금계산서,TAX-202608-0225,원재료 입고 운송비,5140,1440000,1180.0,144000,2120,1584000,,0,1440000,144000,1584000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081226,2026-08-01,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0226,제품 포장재 구매,5130,340000,1180.0,34000,2140,374000,,0,340000,34000,374000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081227,2026-08-14,산업용 소모품 구매,D005,V003,법인카드,CARD-202608-0227,검사용 소모품 구매,5130,620000,1180.0,62000,2140,682000,,0,620000,62000,682000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081228,2026-08-19,제품 판매,D006,C003,전자세금계산서,CARD-202608-0001,방진부품 외상 판매,1130,5467000,,0,4110,4970000,2180.0,497000,4970000,497000,5467000,포트폴리오용 합성 거래,1,증빙번호 중복,검토 필요
JV2026081229,2026-08-08,제품 판매,D006,C003,전자세금계산서,TAX-202608-0229,방진부품 외상 판매,1130,9383000,,0,4110,8530000,2180.0,853000,8530000,853000,9383000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081230,2026-08-29,원재료 매입,D002,V001,전자세금계산서,TAX-202608-0230,자동차부품용 소재 매입,1210,3880000,1180.0,388000,2110,4268000,,0,3880000,388000,4268000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081231,2026-08-27,운송비,D007,V005,전자세금계산서,TAX-202608-0231,긴급 납품 운송비,5140,570000,1180.0,57000,2120,627000,,0,570000,57000,627000,포트폴리오용 합성 거래,0,없음,입력 가능
JV2026081232,2026-08-27,제품 판매,D006,C001,전자세금계산서,TAX-202608-0232,자동차용 고무부품 외상 판매,1130,13750000,,0,4110,12500000,2180.0,1250000,12500000,1250000,13750000,포트폴리오용 합성 거래,0,없음,입력 가능
