voucher_id,line_no,transaction_date,transaction_type,department_code,partner_code,debit_credit_type,account_code,account_name,amount,evidence_type,evidence_no,description,remarks
JV2026081096,1,2026-08-01,생산설비 구매,D002,V007,차변,1510,기계장치,20810000,전자세금계산서,TAX-202608-0096,생산설비 구매,포트폴리오용 합성 거래
JV2026081096,2,2026-08-01,생산설비 구매,D002,V007,차변,1180,부가세대급금,2081000,전자세금계산서,TAX-202608-0096,생산설비 구매,포트폴리오용 합성 거래
JV2026081096,3,2026-08-01,생산설비 구매,D002,V007,대변,2120,미지급금,22891000,전자세금계산서,TAX-202608-0096,생산설비 구매,포트폴리오용 합성 거래
JV2026081097,1,2026-08-30,제품 판매,D006,C003,차변,1130,외상매출금,15851000,전자세금계산서,TAX-202608-0097,자동차용 씰링부품 외상 판매,포트폴리오용 합성 거래
JV2026081097,2,2026-08-30,제품 판매,D006,C003,대변,4110,제품매출,14410000,전자세금계산서,TAX-202608-0097,자동차용 씰링부품 외상 판매,포트폴리오용 합성 거래
JV2026081097,3,2026-08-30,제품 판매,D006,C003,대변,2180,부가세예수금,1441000,전자세금계산서,TAX-202608-0097,자동차용 씰링부품 외상 판매,포트폴리오용 합성 거래
JV2026081098,1,2026-08-21,경영서비스 수수료,D001,V008,차변,5160,지급수수료,1780000,전자세금계산서,TAX-202608-0098,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081098,2,2026-08-21,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,178000,전자세금계산서,TAX-202608-0098,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081098,3,2026-08-21,경영서비스 수수료,D001,V008,대변,2120,미지급금,1958000,전자세금계산서,TAX-202608-0098,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081099,1,2026-08-31,제품 판매,D006,C003,차변,1130,외상매출금,9680000,전자세금계산서,TAX-202608-0099,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081099,2,2026-08-31,제품 판매,D006,C003,대변,4110,제품매출,8800000,전자세금계산서,TAX-202608-0099,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081099,3,2026-08-31,제품 판매,D006,C003,대변,2180,부가세예수금,880000,전자세금계산서,TAX-202608-0099,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081100,1,2026-08-12,공장 전기요금,D003,V006,차변,5150,전력비,2530000,전자세금계산서,TAX-202608-0100,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081100,2,2026-08-12,공장 전기요금,D003,V006,차변,1180,부가세대급금,253000,전자세금계산서,TAX-202608-0100,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081100,3,2026-08-12,공장 전기요금,D003,V006,대변,2120,미지급금,2783000,전자세금계산서,TAX-202608-0100,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081101,1,2026-08-29,산업용 소모품 구매,D004,V003,차변,5130,소모품비,870000,법인카드,CARD-202608-0101,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081101,2,2026-08-29,산업용 소모품 구매,D004,V003,차변,1180,부가세대급금,87000,법인카드,CARD-202608-0101,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081101,3,2026-08-29,산업용 소모품 구매,D004,V003,대변,2140,카드미지급금,957000,법인카드,CARD-202608-0101,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081102,1,2026-08-30,원재료 매입,D002,V001,차변,1210,원재료,5520000,전자세금계산서,TAX-202608-0102,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081102,2,2026-08-30,원재료 매입,D002,V001,차변,1180,부가세대급금,552000,전자세금계산서,TAX-202608-0102,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081102,3,2026-08-30,원재료 매입,D002,V001,대변,2110,외상매입금,6072000,전자세금계산서,TAX-202608-0102,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081103,1,2026-08-26,운송비,D007,V005,차변,5140,운반비,1040000,전자세금계산서,TAX-202608-0103,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081103,2,2026-08-26,운송비,D007,V005,차변,1180,부가세대급금,104000,전자세금계산서,TAX-202608-0103,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081103,3,2026-08-26,운송비,D007,V005,대변,2120,미지급금,1144000,전자세금계산서,TAX-202608-0103,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081104,1,2026-08-30,운송비,D007,V005,차변,5140,운반비,1200000,전자세금계산서,TAX-202608-0104,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081104,2,2026-08-30,운송비,D007,V005,차변,1180,부가세대급금,120000,전자세금계산서,TAX-202608-0104,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081104,3,2026-08-30,운송비,D007,V005,대변,2120,미지급금,1320000,전자세금계산서,TAX-202608-0104,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081105,1,2026-08-04,산업용 소모품 구매,D004,V004,차변,5130,소모품비,430000,법인카드,TAX-202608-0105,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081105,2,2026-08-04,산업용 소모품 구매,D004,V004,차변,1180,부가세대급금,43000,법인카드,TAX-202608-0105,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081105,3,2026-08-04,산업용 소모품 구매,D004,V004,대변,2110,외상매입금,473000,법인카드,TAX-202608-0105,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081106,1,2026-08-19,원재료 매입,D002,V002,차변,1210,원재료,5410000,전자세금계산서,TAX-202608-0106,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081106,2,2026-08-19,원재료 매입,D002,V002,차변,1180,부가세대급금,541000,전자세금계산서,TAX-202608-0106,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081106,3,2026-08-19,원재료 매입,D002,V002,대변,2110,외상매입금,5951000,전자세금계산서,TAX-202608-0106,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081107,1,2026-08-13,운송비,D007,V005,차변,5140,운반비,230000,전자세금계산서,TAX-202608-0107,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081107,2,2026-08-13,운송비,D007,V005,차변,1180,부가세대급금,23000,전자세금계산서,TAX-202608-0107,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081107,3,2026-08-13,운송비,D007,V005,대변,2120,미지급금,253000,전자세금계산서,TAX-202608-0107,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081108,1,2026-08-02,공장 전기요금,D004,V006,차변,5150,전력비,4830000,전자세금계산서,TAX-202608-0108,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081108,2,2026-08-02,공장 전기요금,D004,V006,차변,1180,부가세대급금,483000,전자세금계산서,TAX-202608-0108,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081108,3,2026-08-02,공장 전기요금,D004,V006,대변,2120,미지급금,5313000,전자세금계산서,TAX-202608-0108,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081109,1,2026-08-03,공장 전기요금,D004,V006,차변,5150,전력비,4790000,전자세금계산서,TAX-202608-0109,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081109,2,2026-08-03,공장 전기요금,D004,V006,차변,1180,부가세대급금,479000,전자세금계산서,TAX-202608-0109,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081109,3,2026-08-03,공장 전기요금,D004,V006,대변,2120,미지급금,5269000,전자세금계산서,TAX-202608-0109,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081110,1,2026-08-11,원재료 매입,D002,V001,차변,1210,원재료,7120000,전자세금계산서,TAX-202608-0110,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081110,2,2026-08-11,원재료 매입,D002,V001,차변,1180,부가세대급금,712000,전자세금계산서,TAX-202608-0110,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081110,3,2026-08-11,원재료 매입,D002,V001,대변,2110,외상매입금,7832000,전자세금계산서,TAX-202608-0110,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081111,1,2026-08-08,공장 전기요금,D003,V006,차변,5150,전력비,4290000,전자세금계산서,TAX-202608-0111,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081111,2,2026-08-08,공장 전기요금,D003,V006,차변,1180,부가세대급금,429000,전자세금계산서,TAX-202608-0111,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081111,3,2026-08-08,공장 전기요금,D003,V006,대변,2120,미지급금,4719000,전자세금계산서,TAX-202608-0111,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081113,1,2026-08-03,산업용 소모품 구매,D005,V003,차변,5130,소모품비,960000,법인카드,CARD-202608-0113,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081113,2,2026-08-03,산업용 소모품 구매,D005,V003,차변,1180,부가세대급금,96000,법인카드,CARD-202608-0113,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081113,3,2026-08-03,산업용 소모품 구매,D005,V003,대변,2140,카드미지급금,1056000,법인카드,CARD-202608-0113,검사용 소모품 구매,포트폴리오용 합성 거래
JV2026081114,1,2026-08-26,원재료 매입,D002,V002,차변,1210,원재료,7010000,전자세금계산서,TAX-202608-0114,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081114,2,2026-08-26,원재료 매입,D002,V002,차변,1180,부가세대급금,701000,전자세금계산서,TAX-202608-0114,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081114,3,2026-08-26,원재료 매입,D002,V002,대변,2110,외상매입금,7711000,전자세금계산서,TAX-202608-0114,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081115,1,2026-08-04,산업용 소모품 구매,D003,V003,차변,5130,소모품비,670000,법인카드,CARD-202608-0115,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081115,2,2026-08-04,산업용 소모품 구매,D003,V003,차변,1180,부가세대급금,67000,법인카드,CARD-202608-0115,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081115,3,2026-08-04,산업용 소모품 구매,D003,V003,대변,2140,카드미지급금,737000,법인카드,CARD-202608-0115,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081116,1,2026-08-11,생산설비 구매,D002,V007,차변,1510,기계장치,14120000,전자세금계산서,TAX-202608-0116,생산설비 구매,포트폴리오용 합성 거래
JV2026081116,2,2026-08-11,생산설비 구매,D002,V007,차변,1180,부가세대급금,1412000,전자세금계산서,TAX-202608-0116,생산설비 구매,포트폴리오용 합성 거래
JV2026081116,3,2026-08-11,생산설비 구매,D002,V007,대변,2120,미지급금,15532000,전자세금계산서,TAX-202608-0116,생산설비 구매,포트폴리오용 합성 거래
JV2026081118,1,2026-08-17,원재료 매입,D002,V001,차변,1210,원재료,1980000,전자세금계산서,TAX-202608-0118,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081118,2,2026-08-17,원재료 매입,D002,V001,차변,1180,부가세대급금,198000,전자세금계산서,TAX-202608-0118,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081118,3,2026-08-17,원재료 매입,D002,V001,대변,2110,외상매입금,2178000,전자세금계산서,TAX-202608-0118,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081119,1,2026-08-24,산업용 소모품 구매,D003,V004,차변,5130,소모품비,320000,법인카드,TAX-202608-0119,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081119,2,2026-08-24,산업용 소모품 구매,D003,V004,차변,1180,부가세대급금,32000,법인카드,TAX-202608-0119,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081119,3,2026-08-24,산업용 소모품 구매,D003,V004,대변,2110,외상매입금,352000,법인카드,TAX-202608-0119,제품 포장재 구매,포트폴리오용 합성 거래
JV2026081120,1,2026-08-17,제품 판매,D006,C001,차변,1130,외상매출금,20328000,전자세금계산서,TAX-202608-0120,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081120,2,2026-08-17,제품 판매,D006,C001,대변,4110,제품매출,18480000,전자세금계산서,TAX-202608-0120,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081120,3,2026-08-17,제품 판매,D006,C001,대변,2180,부가세예수금,1848000,전자세금계산서,TAX-202608-0120,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081121,1,2026-08-09,경영서비스 수수료,D001,V008,차변,5160,지급수수료,790000,전자세금계산서,TAX-202608-0121,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081121,2,2026-08-09,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,79000,전자세금계산서,TAX-202608-0121,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081121,3,2026-08-09,경영서비스 수수료,D001,V008,대변,2120,미지급금,869000,전자세금계산서,TAX-202608-0121,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081122,1,2026-08-16,제품 판매,D006,C002,차변,1130,외상매출금,11308000,전자세금계산서,TAX-202608-0122,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081122,2,2026-08-16,제품 판매,D006,C002,대변,4110,제품매출,10280000,전자세금계산서,TAX-202608-0122,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081122,3,2026-08-16,제품 판매,D006,C002,대변,2180,부가세예수금,1028000,전자세금계산서,TAX-202608-0122,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081123,1,2026-08-04,산업용 소모품 구매,D005,V003,차변,5130,소모품비,210000,법인카드,CARD-202608-0123,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081123,2,2026-08-04,산업용 소모품 구매,D005,V003,차변,1180,부가세대급금,21000,법인카드,CARD-202608-0123,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081123,3,2026-08-04,산업용 소모품 구매,D005,V003,대변,2140,카드미지급금,231000,법인카드,CARD-202608-0123,생산 작업용 장갑 구매,포트폴리오용 합성 거래
JV2026081124,1,2026-08-09,제품 판매,D006,C003,차변,1130,외상매출금,8294000,전자세금계산서,TAX-202608-0124,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081124,2,2026-08-09,제품 판매,D006,C003,대변,4110,제품매출,7540000,전자세금계산서,TAX-202608-0124,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081124,3,2026-08-09,제품 판매,D006,C003,대변,2180,부가세예수금,754000,전자세금계산서,TAX-202608-0124,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081126,1,2026-08-05,운송비,D007,V005,차변,5140,운반비,1180000,전자세금계산서,TAX-202608-0126,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081126,2,2026-08-05,운송비,D007,V005,차변,1180,부가세대급금,118000,전자세금계산서,TAX-202608-0126,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081126,3,2026-08-05,운송비,D007,V005,대변,2120,미지급금,1298000,전자세금계산서,TAX-202608-0126,제품 납품 운송비,포트폴리오용 합성 거래
JV2026081127,1,2026-08-21,공장 전기요금,D004,V006,차변,5150,전력비,1520000,전자세금계산서,TAX-202608-0127,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081127,2,2026-08-21,공장 전기요금,D004,V006,차변,1180,부가세대급금,152000,전자세금계산서,TAX-202608-0127,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081127,3,2026-08-21,공장 전기요금,D004,V006,대변,2120,미지급금,1672000,전자세금계산서,TAX-202608-0127,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081128,1,2026-08-13,제품 판매,D006,C001,차변,1130,외상매출금,15015000,전자세금계산서,TAX-202608-0128,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081128,2,2026-08-13,제품 판매,D006,C001,대변,4110,제품매출,13650000,전자세금계산서,TAX-202608-0128,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081128,3,2026-08-13,제품 판매,D006,C001,대변,2180,부가세예수금,1365000,전자세금계산서,TAX-202608-0128,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081129,1,2026-08-26,제품 판매,D006,C002,차변,1130,외상매출금,16016000,전자세금계산서,TAX-202608-0129,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081129,2,2026-08-26,제품 판매,D006,C002,대변,4110,제품매출,14560000,전자세금계산서,TAX-202608-0129,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081129,3,2026-08-26,제품 판매,D006,C002,대변,2180,부가세예수금,1456000,전자세금계산서,TAX-202608-0129,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081130,1,2026-08-11,경영서비스 수수료,D001,V008,차변,5160,지급수수료,1240000,전자세금계산서,TAX-202608-0130,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081130,2,2026-08-11,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,124000,전자세금계산서,TAX-202608-0130,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081130,3,2026-08-11,경영서비스 수수료,D001,V008,대변,2120,미지급금,1364000,전자세금계산서,TAX-202608-0130,회계 자문 수수료,포트폴리오용 합성 거래
JV2026081131,1,2026-08-10,원재료 매입,D002,V002,차변,1210,원재료,5910000,전자세금계산서,TAX-202608-0131,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081131,2,2026-08-10,원재료 매입,D002,V002,차변,1180,부가세대급금,591000,전자세금계산서,TAX-202608-0131,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081131,3,2026-08-10,원재료 매입,D002,V002,대변,2110,외상매입금,6501000,전자세금계산서,TAX-202608-0131,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081132,1,2026-08-14,제품 판매,D006,C002,차변,1130,외상매출금,21736000,전자세금계산서,TAX-202608-0132,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081132,2,2026-08-14,제품 판매,D006,C002,대변,4110,제품매출,19760000,전자세금계산서,TAX-202608-0132,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081132,3,2026-08-14,제품 판매,D006,C002,대변,2180,부가세예수금,1976000,전자세금계산서,TAX-202608-0132,방진부품 외상 판매,포트폴리오용 합성 거래
JV2026081133,1,2026-08-27,원재료 매입,D002,V001,차변,1210,원재료,7330000,전자세금계산서,TAX-202608-0133,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081133,2,2026-08-27,원재료 매입,D002,V001,차변,1180,부가세대급금,733000,전자세금계산서,TAX-202608-0133,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081133,3,2026-08-27,원재료 매입,D002,V001,대변,2110,외상매입금,8063000,전자세금계산서,TAX-202608-0133,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081134,1,2026-08-06,원재료 매입,D002,V001,차변,1210,원재료,4380000,전자세금계산서,TAX-202608-0134,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081134,2,2026-08-06,원재료 매입,D002,V001,차변,1180,부가세대급금,438000,전자세금계산서,TAX-202608-0134,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081134,3,2026-08-06,원재료 매입,D002,V001,대변,2110,외상매입금,4818000,전자세금계산서,TAX-202608-0134,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081135,1,2026-08-22,공장 전기요금,D003,V006,차변,5150,전력비,2440000,전자세금계산서,TAX-202608-0135,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081135,2,2026-08-22,공장 전기요금,D003,V006,차변,1180,부가세대급금,244000,전자세금계산서,TAX-202608-0135,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081135,3,2026-08-22,공장 전기요금,D003,V006,대변,2120,미지급금,2684000,전자세금계산서,TAX-202608-0135,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081136,1,2026-08-04,제품 판매,D006,C001,차변,1130,외상매출금,15323000,전자세금계산서,TAX-202608-0136,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081136,2,2026-08-04,제품 판매,D006,C001,대변,4110,제품매출,13930000,전자세금계산서,TAX-202608-0136,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081136,3,2026-08-04,제품 판매,D006,C001,대변,2180,부가세예수금,1393000,전자세금계산서,TAX-202608-0136,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081138,1,2026-08-26,공장 전기요금,D003,V006,차변,5150,전력비,1180000,전자세금계산서,TAX-202608-0138,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081138,2,2026-08-26,공장 전기요금,D003,V006,차변,1180,부가세대급금,118000,전자세금계산서,TAX-202608-0138,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081138,3,2026-08-26,공장 전기요금,D003,V006,대변,2120,미지급금,1298000,전자세금계산서,TAX-202608-0138,생산2공장 전기요금,포트폴리오용 합성 거래
JV2026081139,1,2026-08-13,원재료 매입,D002,V001,차변,1210,원재료,3190000,전자세금계산서,TAX-202608-0139,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081139,2,2026-08-13,원재료 매입,D002,V001,차변,1180,부가세대급금,319000,전자세금계산서,TAX-202608-0139,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081139,3,2026-08-13,원재료 매입,D002,V001,대변,2110,외상매입금,3509000,전자세금계산서,TAX-202608-0139,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081140,1,2026-08-31,공장 전기요금,D004,V006,차변,5150,전력비,4600000,전자세금계산서,TAX-202608-0140,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081140,2,2026-08-31,공장 전기요금,D004,V006,차변,1180,부가세대급금,460000,전자세금계산서,TAX-202608-0140,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081140,3,2026-08-31,공장 전기요금,D004,V006,대변,2120,미지급금,5060000,전자세금계산서,TAX-202608-0140,생산1공장 전기요금,포트폴리오용 합성 거래
JV2026081141,1,2026-08-13,경영서비스 수수료,D001,V008,차변,5160,지급수수료,1410000,전자세금계산서,TAX-202608-0141,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081141,2,2026-08-13,경영서비스 수수료,D001,V008,차변,1180,부가세대급금,141000,전자세금계산서,TAX-202608-0141,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081141,3,2026-08-13,경영서비스 수수료,D001,V008,대변,2120,미지급금,1551000,전자세금계산서,TAX-202608-0141,업무 시스템 자문료,포트폴리오용 합성 거래
JV2026081142,1,2026-08-17,제품 판매,D006,C003,차변,1130,외상매출금,19052000,전자세금계산서,TAX-202608-0142,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081142,2,2026-08-17,제품 판매,D006,C003,대변,4110,제품매출,17320000,전자세금계산서,TAX-202608-0142,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081142,3,2026-08-17,제품 판매,D006,C003,대변,2180,부가세예수금,1732000,전자세금계산서,TAX-202608-0142,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081143,1,2026-08-06,제품 판매,D006,C002,차변,1130,외상매출금,3927000,전자세금계산서,TAX-202608-0143,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081143,2,2026-08-06,제품 판매,D006,C002,대변,4110,제품매출,3570000,전자세금계산서,TAX-202608-0143,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081143,3,2026-08-06,제품 판매,D006,C002,대변,2180,부가세예수금,357000,전자세금계산서,TAX-202608-0143,자동차용 고무부품 외상 판매,포트폴리오용 합성 거래
JV2026081145,1,2026-08-28,원재료 매입,D002,V001,차변,1210,원재료,3280000,전자세금계산서,TAX-202608-0145,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081145,2,2026-08-28,원재료 매입,D002,V001,차변,1180,부가세대급금,328000,전자세금계산서,TAX-202608-0145,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081145,3,2026-08-28,원재료 매입,D002,V001,대변,2110,외상매입금,3608000,전자세금계산서,TAX-202608-0145,자동차부품용 소재 매입,포트폴리오용 합성 거래
JV2026081146,1,2026-08-18,원재료 매입,D002,V001,차변,1210,원재료,1460000,전자세금계산서,TAX-202608-0146,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081146,2,2026-08-18,원재료 매입,D002,V001,차변,1180,부가세대급금,146000,전자세금계산서,TAX-202608-0146,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081146,3,2026-08-18,원재료 매입,D002,V001,대변,2110,외상매입금,1606000,전자세금계산서,TAX-202608-0146,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081147,1,2026-08-31,공장 전기요금,D004,V006,차변,5150,전력비,1000000,전자세금계산서,TAX-202608-0147,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081147,2,2026-08-31,공장 전기요금,D004,V006,차변,1180,부가세대급금,100000,전자세금계산서,TAX-202608-0147,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081147,3,2026-08-31,공장 전기요금,D004,V006,대변,2120,미지급금,1100000,전자세금계산서,TAX-202608-0147,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081148,1,2026-08-16,공장 전기요금,D004,V006,차변,5150,전력비,1110000,전자세금계산서,TAX-202608-0148,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081148,2,2026-08-16,공장 전기요금,D004,V006,차변,1180,부가세대급금,111000,전자세금계산서,TAX-202608-0148,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081148,3,2026-08-16,공장 전기요금,D004,V006,대변,2120,미지급금,1221000,전자세금계산서,TAX-202608-0148,공장 설비 전력 사용료,포트폴리오용 합성 거래
JV2026081149,1,2026-08-06,제품 판매,D006,C004,차변,1130,외상매출금,13981000,전자세금계산서,TAX-202608-0149,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081149,2,2026-08-06,제품 판매,D006,C004,대변,4110,제품매출,12710000,전자세금계산서,TAX-202608-0149,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081149,3,2026-08-06,제품 판매,D006,C004,대변,2180,부가세예수금,1271000,전자세금계산서,TAX-202608-0149,고무호스 제품 외상 판매,포트폴리오용 합성 거래
JV2026081150,1,2026-08-28,원재료 매입,D002,V001,차변,1210,원재료,7750000,전자세금계산서,TAX-202608-0150,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081150,2,2026-08-28,원재료 매입,D002,V001,차변,1180,부가세대급금,775000,전자세금계산서,TAX-202608-0150,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081150,3,2026-08-28,원재료 매입,D002,V001,대변,2110,외상매입금,8525000,전자세금계산서,TAX-202608-0150,합성고무 원재료 구매,포트폴리오용 합성 거래
JV2026081151,1,2026-08-28,운송비,D007,V005,차변,5140,운반비,470000,전자세금계산서,TAX-202608-0151,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081151,2,2026-08-28,운송비,D007,V005,차변,1180,부가세대급금,47000,전자세금계산서,TAX-202608-0151,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081151,3,2026-08-28,운송비,D007,V005,대변,2120,미지급금,517000,전자세금계산서,TAX-202608-0151,원재료 입고 운송비,포트폴리오용 합성 거래
JV2026081153,1,2026-08-28,원재료 매입,D002,V001,차변,1210,원재료,6570000,전자세금계산서,TAX-202608-0153,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081153,2,2026-08-28,원재료 매입,D002,V001,차변,1180,부가세대급금,657000,전자세금계산서,TAX-202608-0153,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081153,3,2026-08-28,원재료 매입,D002,V001,대변,2110,외상매입금,7227000,전자세금계산서,TAX-202608-0153,고무 원재료 외상 매입,포트폴리오용 합성 거래
JV2026081154,1,2026-08-19,원재료 매입,D002,V002,차변,1210,원재료,3550000,전자세금계산서,TAX-202608-0154,합성고무 원재료 구매,포트폴리오용 합성 거래
